sample_order,sample_id,dataset.code_ascii_txt,id.layer_uuid_txt,id.scan_local_c,scan.mir.model.name_utf8_txt,scan.mir.model.code_any_txt,scan.mir.method.preparation_any_txt,scan.mir.license.title_ascii_txt,scan.mir.license.address_idn_url,scan.mir.doi_idf_url,N,P,K
69,00ad9f84382666ab26588a10f3c86dd3,KSSL.SSL,00ad9f84382666ab26588a10f3c86dd3,226271XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.15311,0.69319,1.22904
70,240c629cc1d23ba8c3f97fee48b615a2,KSSL.SSL,240c629cc1d23ba8c3f97fee48b615a2,247931XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.23835,64.31502,0.67496
71,412f2f1d138f9c0f1ba8e2da980c5ea9,KSSL.SSL,412f2f1d138f9c0f1ba8e2da980c5ea9,155113XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.43221,8.70727,0.18582
72,bc720b9a91a11919f13be41af81568b3,KSSL.SSL,bc720b9a91a11919f13be41af81568b3,245964XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.01011,0.96564,0.14689
73,978c2fda07a9b6177057274456692be8,KSSL.SSL,978c2fda07a9b6177057274456692be8,226277XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.03702,4.33353,0.07354
74,734e3062f32e019691b61a48756e3313,KSSL.SSL,734e3062f32e019691b61a48756e3313,221157XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.25558,52.69437,2.49707
75,b3eb9b66e11a3563e022be81feb41986,KSSL.SSL,b3eb9b66e11a3563e022be81feb41986,139914XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0525,14.39667,0.08678
76,bf64cb8289dd48b77e9cdb4a7931195a,KSSL.SSL,bf64cb8289dd48b77e9cdb4a7931195a,154428XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06039,0.10287,0.15694
77,8516cee2d21933ae7a35b62e39db7c95,KSSL.SSL,8516cee2d21933ae7a35b62e39db7c95,280536XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.04061,0.73324,0.24685
78,ad19edaab55210bf64a259c2181e3ede,KSSL.SSL,ad19edaab55210bf64a259c2181e3ede,269096XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.14204,23.63223,0.47347
79,e784b262bfa3de6b8cd330d659ebf5df,KSSL.SSL,e784b262bfa3de6b8cd330d659ebf5df,162112XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.43981,3.98972,5.32119
80,12eabe86c6939f157f4d47945debbe71,KSSL.SSL,12eabe86c6939f157f4d47945debbe71,168414XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,0.97687,0.26553
81,412cbf2c090f0135a2dd7d26a16ac46b,LUCAS.WOODWELL.SSL,412cbf2c090f0135a2dd7d26a16ac46b,11132,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.25,0.0,1.23740344774669
82,91856508a369ec5688e2685702e11344,LUCAS.WOODWELL.SSL,91856508a369ec5688e2685702e11344,11843,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.11,13.6,0.627653588418845
83,4ccdbf99991f857d8a412338b6fa9953,KSSL.SSL,4ccdbf99991f857d8a412338b6fa9953,64544XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.36991,37.34343,0.83541
84,2f4777b391f272e05496ed9099bcec35,GARRETT.SSL,2f4777b391f272e05496ed9099bcec35,S40947,Bruker Invenio-S with HTS-XT,Bruker_InvenioS_HTS.XT,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.6084/m9.figshare.20506587.v2,0.526107186118841,20.5083844671796,0.316158946234623
85,59c704cc8e2b4ee050ea8a34bff1eadd,LUCAS.WOODWELL.SSL,59c704cc8e2b4ee050ea8a34bff1eadd,12186,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.33,84.4,1.495728681774
86,2fc52618db0f54af64e6f7c3fcbd5f80,KSSL.SSL,2fc52618db0f54af64e6f7c3fcbd5f80,231273XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.17051,59.79796,2.14356
87,acb6294600446ab5967dc89680fa11b0,KSSL.SSL,acb6294600446ab5967dc89680fa11b0,259001XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.82324,0.70999,0.17906
88,06a2bbf134abb8e37007c1f682da8209,KSSL.SSL,06a2bbf134abb8e37007c1f682da8209,55204XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.02394,1.45079,0.56508
89,275a3116c289cc0f7710af34cfd8e8d1,KSSL.SSL,275a3116c289cc0f7710af34cfd8e8d1,205444XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,0.33786,0.0
90,51c963bad01d047d23f6b6921cf5a237,KSSL.SSL,51c963bad01d047d23f6b6921cf5a237,255690XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.15319,6.7511,0.04287
91,067033af0210e9360e25de3dc9de9ccd,KSSL.SSL,067033af0210e9360e25de3dc9de9ccd,282821XN,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XN: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06407,23.43699,1.49811
92,8731720b1072c100b4ab9728cf84bfab,KSSL.SSL,8731720b1072c100b4ab9728cf84bfab,192165XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.01911,1.52704,0.12813
93,f06bd68c23c44d9438ebcce434d51810,KSSL.SSL,f06bd68c23c44d9438ebcce434d51810,248395XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.54688,0.61832,0.13809
94,4892b9b68158e867edfedd9dd8512ad9,GARRETT.SSL,4892b9b68158e867edfedd9dd8512ad9,S40972,Bruker Invenio-S with HTS-XT,Bruker_InvenioS_HTS.XT,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.6084/m9.figshare.20506587.v2,0.0971966406154598,0.571533653681768,0.22869983648869
95,277863bfb0bccfdf32cbf71d40f4adda,KSSL.SSL,277863bfb0bccfdf32cbf71d40f4adda,255815XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.3046,10.04155,0.21115
96,f1e6f9a39db8847f9d921dd6d79d1e1b,KSSL.SSL,f1e6f9a39db8847f9d921dd6d79d1e1b,155348XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.67729,39.92523,2.38386
97,328c4887da84c3235af4cd24a7529fd2,KSSL.SSL,328c4887da84c3235af4cd24a7529fd2,138168XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.02491,7.64039,1.02496
98,9bd8d4d5efc849ccca622c214e38d240,KSSL.SSL,9bd8d4d5efc849ccca622c214e38d240,156571XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.80567,36.81465,6.1041
99,7feb20905e9f4efc12ce8a1557489993,KSSL.SSL,7feb20905e9f4efc12ce8a1557489993,161260XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.24672,4.10143,1.59386
100,af2035e02288855f1c88caed05e971f3,KSSL.SSL,af2035e02288855f1c88caed05e971f3,257553XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.05097,4.37028,0.1798
101,dea143ad50e70eee95b6c98591c145f7,KSSL.SSL,dea143ad50e70eee95b6c98591c145f7,222992XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.07818,0.88329,0.64382
102,29321834766f5f48a95b17f094cc336f,KSSL.SSL,29321834766f5f48a95b17f094cc336f,250974XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.54945,9.31701,0.66084
103,edfa59d93d208f307042a23d2cd9708a,LUCAS.WOODWELL.SSL,edfa59d93d208f307042a23d2cd9708a,12067,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.19,10.7,4.7501150954013
104,2d38365df4243154e4b37a0277ff8dda,KSSL.SSL,2d38365df4243154e4b37a0277ff8dda,181759XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.10839,2.53225,0.39801
105,8128d56631a7f6447e40e74dc11ff064,KSSL.SSL,8128d56631a7f6447e40e74dc11ff064,155066XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.25415,4.12422,5.60899
106,0a93017d626f4095956e86db556c0ced,LUCAS.WOODWELL.SSL,0a93017d626f4095956e86db556c0ced,12019,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.12,65.9,0.19489487953348
107,89665c00349498e053950cff51fef46b,KSSL.SSL,89665c00349498e053950cff51fef46b,270869XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.20247,20.4891,0.31267
108,8103b882b97ff175ecc061989ede5024,KSSL.SSL,8103b882b97ff175ecc061989ede5024,115605XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.00834,4.12326,3.01236
109,4c2300ed191ef49b9b7f47e7a60a1bc2,LUCAS.WOODWELL.SSL,4c2300ed191ef49b9b7f47e7a60a1bc2,12024,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.15,13.5,2.08501713642642
110,932c33b500b4799942454d60604ed37f,KSSL.SSL,932c33b500b4799942454d60604ed37f,248231XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.10065,10.64742,0.12317
111,3113166f7ea9a3a4a023a38385430e49,KSSL.SSL,3113166f7ea9a3a4a023a38385430e49,248817XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.90772,15.47975,0.63403
112,db31232f97981b49ca2c8c2957caf340,KSSL.SSL,db31232f97981b49ca2c8c2957caf340,179421XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.31662,2.69396,0.90174
113,2763015fcb5add9733f51b583da845a7,KSSL.SSL,2763015fcb5add9733f51b583da845a7,254720XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.2698,17.03142,1.82402
114,6a01a50ec5c840206413f752d8222fa0,KSSL.SSL,6a01a50ec5c840206413f752d8222fa0,181772XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.01502,0.59482,0.0
115,1ca5fbcad50377b3ef0efb63f3e6e73f,KSSL.SSL,1ca5fbcad50377b3ef0efb63f3e6e73f,157841XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.34311,16.26978,0.02306
116,47f2965e95d7c12e0d0ee0382f6fdbc0,KSSL.SSL,47f2965e95d7c12e0d0ee0382f6fdbc0,57288XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.05115,0.68807,0.02318
117,015d0847da9241dc820978eea55a4883,KSSL.SSL,015d0847da9241dc820978eea55a4883,254388XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.09935,42.99017,2.94586
118,0264138a7644659aad5d4b1284513788,KSSL.SSL,0264138a7644659aad5d4b1284513788,263305XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.41907,40.53389,2.32864
119,930b7645ed893cab06e2207d2334a4a1,LUCAS.WOODWELL.SSL,930b7645ed893cab06e2207d2334a4a1,11973,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.16,11.0,0.993401196992173
120,16086e9e9b15d8bc7c4389c147cca76a,KSSL.SSL,16086e9e9b15d8bc7c4389c147cca76a,115646XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.01541,7.10108,0.30965
121,6077494301dad9ac26c3c08933e03b53,KSSL.SSL,6077494301dad9ac26c3c08933e03b53,158409XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.18802,2.75976,0.49702
122,d09cee4a1c44977d7d98d49fa4624661,KSSL.SSL,d09cee4a1c44977d7d98d49fa4624661,250667XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.05139,21.49851,0.05748
123,89dc66b8bc31070a6770a8388238c48b,KSSL.SSL,89dc66b8bc31070a6770a8388238c48b,251912XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.44048,35.1897,0.65385
124,9453f1f17dd36bfa9c4e50dfcf35adcb,KSSL.SSL,9453f1f17dd36bfa9c4e50dfcf35adcb,288542XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.07234,0.0,0.2258
125,b4caee112f48cd4910f34619452c46b2,KSSL.SSL,b4caee112f48cd4910f34619452c46b2,207760XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.18674,0.61292,0.2473
126,a31d352f1721ec6c85212615b482d380,KSSL.SSL,a31d352f1721ec6c85212615b482d380,249774XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.2037,2.66839,1.36207
127,8ebb24e5650137d830013e39431bb72f,LUCAS.WOODWELL.SSL,8ebb24e5650137d830013e39431bb72f,11936,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,2.28,49.5,0.461404675430968
128,85dd08cc078e18c4d025f95ed10ac17a,KSSL.SSL,85dd08cc078e18c4d025f95ed10ac17a,258905XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.05399,9.01337,0.43062
129,482f5898758113a5bcc30e6f3304d3a8,KSSL.SSL,482f5898758113a5bcc30e6f3304d3a8,253920XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.20836,33.11378,1.84126
130,fac936a0280a8651275c3535754482cc,KSSL.SSL,fac936a0280a8651275c3535754482cc,154334XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.19222,2.12555,1.65532
131,fe9816b5ad430765c8bd5a6bda62a95e,KSSL.SSL,fe9816b5ad430765c8bd5a6bda62a95e,246242XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.54197,42.56622,2.41349
132,11cd06e062f9b0d24d6aa2e33f794262,KSSL.SSL,11cd06e062f9b0d24d6aa2e33f794262,254351XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.86703,5.91986,2.75353
133,2f27bd23d4523bb14a09b69976fb5980,KSSL.SSL,2f27bd23d4523bb14a09b69976fb5980,156424XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.37747,9.9746,0.45468
134,2715e22241ff0bbea31ba46239f09e6e,KSSL.SSL,2715e22241ff0bbea31ba46239f09e6e,282055XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.09125,0.64005,0.29349
135,35ec662104b460940a363f825351e109,LUCAS.WOODWELL.SSL,35ec662104b460940a363f825351e109,11117,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.19,0.0,1.78116527699627
136,4120f2755c44173c540a48976ff898a8,KSSL.SSL,4120f2755c44173c540a48976ff898a8,251444XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.1665,23.15034,0.14679
137,e698b52d2c065293b77fd39de18b4128,KSSL.SSL,e698b52d2c065293b77fd39de18b4128,57261XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0242,16.81832,0.30889
138,e0750673861ea436b0e69bcf746ebc04,KSSL.SSL,e0750673861ea436b0e69bcf746ebc04,280182XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.59034,6.55517,1.83039
139,22c715f706441403720a9cb73e8cfb59,KSSL.SSL,22c715f706441403720a9cb73e8cfb59,258363XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.16604,46.17486,1.65342
140,ac9c0c9a47b3a9b990facc143484820e,KSSL.SSL,ac9c0c9a47b3a9b990facc143484820e,246829XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.02002,0.46548,0.37497
141,2ca9c91d1d6af1cd44c72858f83c01c0,KSSL.SSL,2ca9c91d1d6af1cd44c72858f83c01c0,153916XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.10133,5.42129,0.80856
142,32f69b4168bbfd25cc69f8b75f425f0f,LUCAS.WOODWELL.SSL,32f69b4168bbfd25cc69f8b75f425f0f,12129,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,2.3,59.9,3.04005319965216
