sample_order,sample_id,dataset.code_ascii_txt,id.layer_uuid_txt,id.scan_local_c,scan.mir.model.name_utf8_txt,scan.mir.model.code_any_txt,scan.mir.method.preparation_any_txt,scan.mir.license.title_ascii_txt,scan.mir.license.address_idn_url,scan.mir.doi_idf_url,N,P,K
517,a68b7305e3e31627f9019136dd82b7d6,KSSL.SSL,a68b7305e3e31627f9019136dd82b7d6,246936XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.25736,9.39281,1.83504
518,944a66279e6707ca41f78fbd2d4a5852,KSSL.SSL,944a66279e6707ca41f78fbd2d4a5852,65351XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.39246,4.62071,0.83013
519,20ad67c86e86f1b76632f1078515469b,KSSL.SSL,20ad67c86e86f1b76632f1078515469b,159222XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.26818,0.81453,0.17481
520,8005088e4964b542e1e6b1a4f176493b,GARRETT.SSL,8005088e4964b542e1e6b1a4f176493b,S40951,Bruker Invenio-S with HTS-XT,Bruker_InvenioS_HTS.XT,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.6084/m9.figshare.20506587.v2,0.0176395715509854,18.506638919039,0.0118868236290545
521,5fa37544268aed71d3bd32bbe3d859a7,KSSL.SSL,5fa37544268aed71d3bd32bbe3d859a7,155118XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.89364,11.89728,0.40083
522,f82e881ad935f4771fcbbf27361bff53,KSSL.SSL,f82e881ad935f4771fcbbf27361bff53,260265XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.3643,4.04537,0.2764
523,84b9b4369962085b84fef692c90119e0,KSSL.SSL,84b9b4369962085b84fef692c90119e0,119627XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.04048,1.29447,0.2906
524,dd788fdd1afcfd0cbb840b1eef64e16a,KSSL.SSL,dd788fdd1afcfd0cbb840b1eef64e16a,161569XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.28932,2.07172,1.78366
525,213a79642a9c576836dfc57a85e13f20,KSSL.SSL,213a79642a9c576836dfc57a85e13f20,253002XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.09053,9.70935,0.07232
526,b1741f09ac6b337c82caaceff5e07595,KSSL.SSL,b1741f09ac6b337c82caaceff5e07595,158737XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.05464,8.042,4.88361
527,f8b4debeff4b80a0ebde6db843007af1,KSSL.SSL,f8b4debeff4b80a0ebde6db843007af1,256566XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.00241,92.63791,1.23799
528,095a2407796cbbca946c16e9d8ecd632,LUCAS.WOODWELL.SSL,095a2407796cbbca946c16e9d8ecd632,12195,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.11,117.4,0.945828431121796
529,ea6886e6852f71fd270241135ee555c6,KSSL.SSL,ea6886e6852f71fd270241135ee555c6,251311XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.09883,10.93996,0.38512
530,800c51f80f74c7e0e454bcb6306b4965,KSSL.SSL,800c51f80f74c7e0e454bcb6306b4965,251988XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.52152,81.54564,2.37027
531,43fa058463a302802b74826230bc656d,KSSL.SSL,43fa058463a302802b74826230bc656d,226615XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.20834,11.20854,0.26901
532,05059708b1fde529664c699b88db15d2,KSSL.SSL,05059708b1fde529664c699b88db15d2,256551XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.61668,12.2803,0.79916
533,3c35fa1f6cfe965f4aef61ed0d2d3c4b,KSSL.SSL,3c35fa1f6cfe965f4aef61ed0d2d3c4b,227122XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.06316,42.00648,0.79004
534,adffd752cb39d861771cd1b06c3cbfcc,LUCAS.WOODWELL.SSL,adffd752cb39d861771cd1b06c3cbfcc,12158,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.08,0.0,1.15146554810988
535,23c2e0496d63817687f9df3f2e5a7ffd,KSSL.SSL,23c2e0496d63817687f9df3f2e5a7ffd,236808XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.05153,11.53822,0.53311
536,53ea29fc690776fbd09476d7a1f05622,KSSL.SSL,53ea29fc690776fbd09476d7a1f05622,157286XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.25568,3.5842,0.0
537,47ea830bd25c1f6ef7e4790147e7caaf,KSSL.SSL,47ea830bd25c1f6ef7e4790147e7caaf,253068XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.16169,80.32088,3.73508
538,09f20d8bf1de5c38bdddd5c8a9bd43ff,KSSL.SSL,09f20d8bf1de5c38bdddd5c8a9bd43ff,248605XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.34199,16.59162,0.38149
539,f4452a5a40bf395ccee54f07f58bd1d9,KSSL.SSL,f4452a5a40bf395ccee54f07f58bd1d9,237723XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06828,3.59576,0.36495
540,ae6685902f7faa18133a2427db7ab8a4,KSSL.SSL,ae6685902f7faa18133a2427db7ab8a4,256519XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.13799,2.08052,0.13901
541,cb19ea109319b77cd2f8ecc408c75d87,KSSL.SSL,cb19ea109319b77cd2f8ecc408c75d87,271972XN,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XN: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.12183,0.75939,0.09604
542,13397f6facde99457651e2c2fce63548,KSSL.SSL,13397f6facde99457651e2c2fce63548,257617XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.3232,7.87465,0.17767
543,fc026030051cd0b02fd3ec3378cbcbf3,KSSL.SSL,fc026030051cd0b02fd3ec3378cbcbf3,158030XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.30771,7.45808,0.43927
544,1a72b596eb8f936aa66b059cf3e42683,KSSL.SSL,1a72b596eb8f936aa66b059cf3e42683,254685XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0927,16.4632,0.7318
545,bef0cbd7f4b309c1921e29e10eefc81c,KSSL.SSL,bef0cbd7f4b309c1921e29e10eefc81c,161259XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.77234,8.61318,2.01961
546,924a79e04d10a494ab516d69f760eee4,KSSL.SSL,924a79e04d10a494ab516d69f760eee4,152184XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,0.76458,0.54148
547,ce2730fe38f80cb3118513d512ab3226,KSSL.SSL,ce2730fe38f80cb3118513d512ab3226,150545XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.05268,1.44698,1.29576
548,4fdad525850bcbb71c8ae737b6cf342a,KSSL.SSL,4fdad525850bcbb71c8ae737b6cf342a,226510XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.47651,3.88587,0.73515
549,8917b6bae2cc726acbf15f1a8fc48899,KSSL.SSL,8917b6bae2cc726acbf15f1a8fc48899,263550XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.64488,0.0759,0.28724
550,5703a7be34cb9f63151f71a6fbab05e8,KSSL.SSL,5703a7be34cb9f63151f71a6fbab05e8,205430XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,0.69169,0.0
551,59295cd87b4a498c90fe55f71bf38699,KSSL.SSL,59295cd87b4a498c90fe55f71bf38699,245279XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.54592,18.20019,0.39989
552,b5b1ca7f2634e4aa8496a627418e73dd,KSSL.SSL,b5b1ca7f2634e4aa8496a627418e73dd,259615XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.1212,0.28914,0.0
553,430f2ce0d7851271a6307c045a4b9d77,KSSL.SSL,430f2ce0d7851271a6307c045a4b9d77,262842XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.7864,5.11374,0.17783
554,3db5a0ea5b08b80a838da5358abdf76b,KSSL.SSL,3db5a0ea5b08b80a838da5358abdf76b,160965XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,3.50065,7.97796,0.39193
555,225c881bf19bf2fb606ba872e3f78488,KSSL.SSL,225c881bf19bf2fb606ba872e3f78488,275021XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0903,7.96085,0.04489
556,54a5914d8e1df8cf47c6d8f9ba78455b,KSSL.SSL,54a5914d8e1df8cf47c6d8f9ba78455b,247076XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.10475,1.40856,0.66328
557,14a852667a48d18ec5143f0d43953719,KSSL.SSL,14a852667a48d18ec5143f0d43953719,253161XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.09332,1.60677,1.4029
558,8f5fae9567c7aaca5f88e6d24b4a79c9,KSSL.SSL,8f5fae9567c7aaca5f88e6d24b4a79c9,293038XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.32771,51.51237,0.72815
559,a0a19941c709824f812587256205e8a6,KSSL.SSL,a0a19941c709824f812587256205e8a6,254064XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.49489,47.08774,0.87066
560,1e867cca7e7dddfe8f7e93788d70dcf9,KSSL.SSL,1e867cca7e7dddfe8f7e93788d70dcf9,159317XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.48344,0.87816,0.18745
561,640b7c3b43dbd1d5b6956202029e6c74,GARRETT.SSL,640b7c3b43dbd1d5b6956202029e6c74,S41012,Bruker Invenio-S with HTS-XT,Bruker_InvenioS_HTS.XT,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.6084/m9.figshare.20506587.v2,0.139292099243357,11.3899129157135,0.285505530279431
562,e74d40feda7cda5b38c36576d8bc4049,KSSL.SSL,e74d40feda7cda5b38c36576d8bc4049,156766XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.18258,0.85522,1.00672
563,a8270a0d1b26d194e7beecba6afcb0ff,KSSL.SSL,a8270a0d1b26d194e7beecba6afcb0ff,256055XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.48372,3.90742,0.26599
564,2968869f1831f368b26b4feaa9ebf2ed,KSSL.SSL,2968869f1831f368b26b4feaa9ebf2ed,251418XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.09143,2.29005,0.34457
565,b08a4981475ad0f534da0fc396b3a8fa,KSSL.SSL,b08a4981475ad0f534da0fc396b3a8fa,254868XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.45495,17.27026,3.86664
566,32ffa51af1fa615021ca012620e5e04d,KSSL.SSL,32ffa51af1fa615021ca012620e5e04d,281122XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.20385,6.55565,0.13195
567,33437ea4507d472a837bf8c2de79cf70,KSSL.SSL,33437ea4507d472a837bf8c2de79cf70,245043XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.13144,4.21274,0.24263
568,0497d4faf6510896cfd24e655cad97bb,KSSL.SSL,0497d4faf6510896cfd24e655cad97bb,261344XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.31788,5.40462,0.13493
569,135180bc0110c9e2587b2d89efed9827,KSSL.SSL,135180bc0110c9e2587b2d89efed9827,155906XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.25955,2.92848,0.16349
570,9c50dc311baadc550024b1affd2ec245,KSSL.SSL,9c50dc311baadc550024b1affd2ec245,245189XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,21.87111,0.52194
571,b3a0dea1a5796f3c0574702237169065,KSSL.SSL,b3a0dea1a5796f3c0574702237169065,271208XN,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XN: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.05121,5.73084,0.50033
572,7a84378eb76ca95ded74fb38c341d9d2,KSSL.SSL,7a84378eb76ca95ded74fb38c341d9d2,160994XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.04136,3.59661,1.2832
573,4e2902193e4f4e6d278787a9e1d7077c,KSSL.SSL,4e2902193e4f4e6d278787a9e1d7077c,68254XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.00926,2.79917,0.34917
574,6fa54f2e8eb032a794bff596700e8cf1,KSSL.SSL,6fa54f2e8eb032a794bff596700e8cf1,254974XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.18669,60.12227,6.73385
575,e1390ae9d6401d8c356cac476cc4d8dd,KSSL.SSL,e1390ae9d6401d8c356cac476cc4d8dd,246388XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.29726,82.15744,0.19844
576,b75913f294c052112f55fae3bca92e3d,KSSL.SSL,b75913f294c052112f55fae3bca92e3d,257920XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,2.18813,27.63481,9.26196
577,b616197c685357b606ef638602668523,KSSL.SSL,b616197c685357b606ef638602668523,251164XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,1.81646,7.42462,0.82685
578,00fa88c87cc4b73b9b67615ff9a42247,KSSL.SSL,00fa88c87cc4b73b9b67615ff9a42247,154821XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.01905,13.39003,0.22736
579,895b6a5f5a7ee7a2b70a0f4bbb0eaff3,KSSL.SSL,895b6a5f5a7ee7a2b70a0f4bbb0eaff3,246418XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.54078,10.80195,0.94878
580,93da62a75bfaf0159aa35b54e69ddb3b,KSSL.SSL,93da62a75bfaf0159aa35b54e69ddb3b,195029XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.04043,2.7333,0.17948
581,6fa5bd715b5d25369eef6efcb487ef51,KSSL.SSL,6fa5bd715b5d25369eef6efcb487ef51,183398XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06801,1.10715,0.16506
582,aae704b6f1ea4447e508e1eb701d2b79,KSSL.SSL,aae704b6f1ea4447e508e1eb701d2b79,222957XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.06571,0.71559,0.09044
583,fa66bec47555c02b5eb89e79dde19c6a,KSSL.SSL,fa66bec47555c02b5eb89e79dde19c6a,65346XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.26273,3.81374,0.06995
584,20be28033b5afe2532a8e4e9b0a0b535,KSSL.SSL,20be28033b5afe2532a8e4e9b0a0b535,156750XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.1168,1.92669,0.15341
585,56acbb6aa46763ffa29cb27014758fa9,KSSL.SSL,56acbb6aa46763ffa29cb27014758fa9,250592XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.95277,13.98835,0.38503
586,77471ba156d279681c64f737fad5937b,LUCAS.WOODWELL.SSL,77471ba156d279681c64f737fad5937b,12027,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.09,0.0,0.104864698961584
587,8126d85ee26e4ff17091d47e75571357,LUCAS.WOODWELL.SSL,8126d85ee26e4ff17091d47e75571357,11078,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,1.39,28.8,1.78883830374955
588,578f3f1dce4b5359f71da50dc93f7b37,KSSL.SSL,578f3f1dce4b5359f71da50dc93f7b37,205449XS,Bruker Vertex 70 with HTS-XT accessory,Bruker_Vertex_70.HTS.XT,XS: finely ground <80 mesh,CC-BY,https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx,https://doi.org/10.2136/sssaj2019.06.0205,0.0,0.27685,0.02261
589,5daf0f304a7626620ace1d18500e44b2,LUCAS.WOODWELL.SSL,5daf0f304a7626620ace1d18500e44b2,11151,Bruker Vertex 70 with with PikeAutoDiff accessory,Bruker_Vertex_70.PikeAutoDiff,,CC-BY,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.3390/s20236729,0.11,11.3,1.16374239091514
